Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
rise n°3,5135 Monahans Ave,"Fort Worth, TX 76109-1577","5135 Monahans Ave, Fort Worth, TX 76109-1577",32.7101687,-97.3986824,French,Vegetarian Friendly,Vegan Options,5 of 5 bubbles,5,231 reviews,231,"We enjoyed a low-key, relaxed evening. Interesting interior helped set a laid-back mood. A Champagne offering by the glass is something I appreciate and the Champagne flight was a nice surprise. The menu offers some interesting savory soufflé options. My smoked salmon was delicious but...More",+1 817-737-7473,https://www.tripadvisor.com//Restaurant_Review-g55857-d12936782-Reviews-Rise_n_3-Fort_Worth_Texas.html,https://risesouffle.com/menu,$$ - $$$
Mersea Restaurant,699 Avenue of the Palms,"San Francisco, CA 94130","699 Avenue of the Palms, San Francisco, CA 94130",37.8224036,-122.3755396,American,Bar,Vegetarian Friendly,5 of 5 bubbles,5,235 reviews,235,,+1 415-851-8118,https://www.tripadvisor.com//Restaurant_Review-g60713-d13497261-Reviews-Mersea_Restaurant-San_Francisco_California.html,Check The Website for a Menu,$$ - $$$
The Kitchen Restaurant,2225 Hurley Way,"Sacramento, CA 95825-3483","2225 Hurley Way, Sacramento, CA 95825-3483",38.5893152,-121.4141337,American,Contemporary,Gluten Free Options,5 of 5 bubbles,5,251 reviews,251,,+1 916-568-7171,https://www.tripadvisor.com//Restaurant_Review-g32999-d492400-Reviews-The_Kitchen_Restaurant-Sacramento_California.html,Check The Website for a Menu,$$$$
Ambrogio15,926 Turquoise St,"San Diego, CA 92109-1186","926 Turquoise St, San Diego, CA 92109-1186",32.8094844,-117.2570252,Italian,Pizza,Wine Bar,5 of 5 bubbles,5,262 reviews,262,,+1 858-291-8650,https://www.tripadvisor.com//Restaurant_Review-g60750-d10260213-Reviews-Ambrogio15-San_Diego_California.html,https://www.ambrogio15.com/menu/,$$ - $$$
Swan Market,231 Parsells Ave,"Rochester, NY 14609-5203","231 Parsells Ave, Rochester, NY 14609-5203",43.1655103,-77.5726212,German,European,Central European,5 of 5 bubbles,5,300 reviews,300,"It's the best German meat market, restaurant, and beer garden on this side of the Atlantic. Need I say more?",+1 585-288-5320,https://www.tripadvisor.com//Restaurant_Review-g48503-d1895635-Reviews-Swan_Market-Rochester_Finger_Lakes_New_York.html,Check The Website for a Menu,$$ - $$$
Sam's Italian Deli and Market,2415 N 1st St,"Fresno, CA 93703-1202","2415 N 1st St, Fresno, CA 93703-1202",36.7726,-119.7728,Italian,Deli,Vegetarian Friendly,5 of 5 bubbles,5,434 reviews,434,,+1 559-229-9346,https://www.tripadvisor.com//Restaurant_Review-g32414-d2395217-Reviews-Sam_s_Italian_Deli_and_Market-Fresno_California.html,https://cdn.shopify.com/s/files/1/0039/5103/4441/files/SamsSandwichmenu19.pdf?346,$$ - $$$
Baci di Firenze Trattoria,416 N Lakeview Ave,"Anaheim, CA 92807-3029","416 N Lakeview Ave, Anaheim, CA 92807-3029",33.8536376,-117.8151608,Italian,Vegetarian Friendly,Vegan Options,5 of 5 bubbles,5,520 reviews,520,,+1 714-282-2220,https://www.tripadvisor.com//Restaurant_Review-g29092-d1635031-Reviews-Baci_di_Firenze_Trattoria-Anaheim_California.html,Check The Website for a Menu,$$ - $$$
NINE-TEN Restaurant & Bar,910 Prospect St.,"La Jolla, San Diego, CA 92037","910 Prospect St., La Jolla, San Diego, CA 92037",32.8471748,-117.2753731,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,633 reviews,633,,+1 858-964-5400,https://www.tripadvisor.com//Restaurant_Review-g32578-d494722-Reviews-NINE_TEN_Restaurant_Bar-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$$$
A.R. Valentien at The Lodge at Torrey Pines,11480 N Torrey Pines Rd,"La Jolla, San Diego, CA 92037-1045","11480 N Torrey Pines Rd, La Jolla, San Diego, CA 92037-1045",32.9044814,-117.2437284,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,628 reviews,628,,+1 858-777-6635,https://www.tripadvisor.com//Restaurant_Review-g32578-d3317307-Reviews-A_R_Valentien_at_The_Lodge_at_Torrey_Pines-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$$$
Piatti,2182 Avenida de La Playa,"La Jolla, San Diego, CA 92037-3214","2182 Avenida de La Playa, La Jolla, San Diego, CA 92037-3214",32.8540535,-117.2560607,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,838 reviews,838,,+1 858-454-1589,https://www.tripadvisor.com//Restaurant_Review-g32578-d1367623-Reviews-Piatti-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$ - $$$
Eddie V's Prime Seafood,1270 Prospect St,"La Jolla, San Diego, CA 92037-3609","1270 Prospect St, La Jolla, San Diego, CA 92037-3609",32.8494329,-117.2709642,American,Seafood,Vegetarian Friendly,4.5 of 5 bubbles,4.5,"1,398 reviews","1,398",,+1 858-459-5500,https://www.tripadvisor.com//Restaurant_Review-g32578-d2290727-Reviews-Eddie_V_s_Prime_Seafood-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$$$
The Cottage La Jolla,7702 Fay Ave,"La Jolla, San Diego, CA 92037-4309","7702 Fay Ave, La Jolla, San Diego, CA 92037-4309",32.8434052,-117.2750286,American,Cafe,Contemporary,4.5 of 5 bubbles,4.5,"1,530 reviews","1,530",,+1 858-454-8409,https://www.tripadvisor.com//Restaurant_Review-g32578-d494588-Reviews-The_Cottage_La_Jolla-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$ - $$$
We Olive & Wine Bar,1158 Prospect St,"La Jolla, San Diego, CA 92037-4533","1158 Prospect St, La Jolla, San Diego, CA 92037-4533",32.8488701,-117.2730998,Mediterranean,Wine Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,180 reviews,180,,+1 858-551-8250,https://www.tripadvisor.com//Restaurant_Review-g32578-d4810290-Reviews-We_Olive_Wine_Bar-La_Jolla_San_Diego_California.html,https://weolive.com/la-jolla/wp-content/uploads/sites/11/2018/07/LJ-Summer-Menu-July-2018.pdf,$$ - $$$
Harry's Coffee Shop,7545 Girard Ave,"La Jolla, San Diego, CA 92037-5102","7545 Girard Ave, La Jolla, San Diego, CA 92037-5102",32.8414122,-117.2724109,American,Cafe,Diner,4.5 of 5 bubbles,4.5,386 reviews,386,,+1 858-454-7381,https://www.tripadvisor.com//Restaurant_Review-g32578-d494729-Reviews-Harry_s_Coffee_Shop-La_Jolla_San_Diego_California.html,Check The Website for a Menu,$$ - $$$
The Promiscuous Fork,6984 La Jolla Blvd,"La Jolla, San Diego, CA 92037-5426","6984 La Jolla Blvd, La Jolla, San Diego, CA 92037-5426",32.8324378,-117.2771339,Bar,American,Contemporary,4.5 of 5 bubbles,4.5,143 reviews,143,,+1 858-454-3663,https://www.tripadvisor.com//Restaurant_Review-g32578-d4134383-Reviews-The_Promiscuous_Fork-La_Jolla_San_Diego_California.html,http://thepromiscuousfork.com/menu.html,$$ - $$$
Pueblo Viejo Grill,81931 Ca-111,"Indio, Greater Palm Springs, CA 92201","81931 Ca-111, Indio, Greater Palm Springs, CA 92201",33.7130987,-116.2358318,Mexican,Southwestern,Spanish,4.5 of 5 bubbles,4.5,459 reviews,459,,+1 760-342-5900,https://www.tripadvisor.com//Restaurant_Review-g32524-d851119-Reviews-Pueblo_Viejo_Grill-Indio_Greater_Palm_Springs_California.html,http://www.puebloviejogrill.com/menu/,$$ - $$$
Billy Q's,36901 Cook St Ste 7,"Palm Desert, Greater Palm Springs, CA 92211-6112","36901 Cook St Ste 7, Palm Desert, Greater Palm Springs, CA 92211-6112",33.7807184,-116.3562145,Italian,American,Pizza,4.5 of 5 bubbles,4.5,204 reviews,204,,+1 760-404-0681,https://www.tripadvisor.com//Restaurant_Review-g32846-d4837131-Reviews-Billy_Q_s-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$
Tony's Burgers,35903 Date Palm Dr,"Cathedral City, Greater Palm Springs, CA 92234-6658","35903 Date Palm Dr, Cathedral City, Greater Palm Springs, CA 92234-6658",33.7885626,-116.459095,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,230 reviews,230,,+1 760-832-7794,https://www.tripadvisor.com//Restaurant_Review-g32186-d8352942-Reviews-Tony_s_Burgers-Cathedral_City_Greater_Palm_Springs_California.html,https://tonysburgers.com/menu/hamburgers/,$$ - $$$
La Quinta Cliffhouse Grill and Bar,78250 Highway 111,"La Quinta, Greater Palm Springs, CA 92253-2074","78250 Highway 111, La Quinta, Greater Palm Springs, CA 92253-2074",33.7167091,-116.2988819,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,"1,256 reviews","1,256",,+1 760-360-5991,https://www.tripadvisor.com//Restaurant_Review-g32584-d1992521-Reviews-La_Quinta_Cliffhouse_Grill_and_Bar-La_Quinta_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Cork & Fork,47875 Caleo Bay Dr,"La Quinta, Greater Palm Springs, CA 92253-6386","47875 Caleo Bay Dr, La Quinta, Greater Palm Springs, CA 92253-6386",33.700944,-116.2932647,American,Wine Bar,Asian,4.5 of 5 bubbles,4.5,285 reviews,285,,760-777-7555,https://www.tripadvisor.com//Restaurant_Review-g32584-d3811718-Reviews-Cork_Fork-La_Quinta_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Arnold Palmer's Restaurant,78164 Avenue 52,"La Quinta, Greater Palm Springs, CA 92253-8909","78164 Avenue 52, La Quinta, Greater Palm Springs, CA 92253-8909",33.6738035,-116.3006348,Contemporary,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,816 reviews,816,,+1 760-771-4653,https://www.tripadvisor.com//Restaurant_Review-g32584-d494036-Reviews-Arnold_Palmer_s_Restaurant-La_Quinta_Greater_Palm_Springs_California.html,http://www.arnoldpalmersrestaurant.com/menu_uploads/restaurant/dinner-menu/Dinner_Menu.pdf?1545424736,$$ - $$$
Tommy Bahama's Restaurant & Bar,75-595 El Paseo,"Palm Desert, Greater Palm Springs, CA 92260","75-595 El Paseo, Palm Desert, Greater Palm Springs, CA 92260",33.7195229,-116.3725861,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,"1,214 reviews","1,214",,+1 760-836-0188,https://www.tripadvisor.com//Restaurant_Review-g32846-d369975-Reviews-Tommy_Bahama_s_Restaurant_Bar-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Grill-A-Burger,73091 Country Club Dr,"Palm Desert, Greater Palm Springs, CA 92260-2338","73091 Country Club Dr, Palm Desert, Greater Palm Springs, CA 92260-2338",33.7570652,-116.3894937,American,Grill,Bar,4.5 of 5 bubbles,4.5,865 reviews,865,,+1 760-346-8170,https://www.tripadvisor.com//Restaurant_Review-g32846-d1955305-Reviews-Grill_A_Burger-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Guillermo's Restaurante,72850 El Paseo,"Palm Desert, Greater Palm Springs, CA 92260-3302","72850 El Paseo, Palm Desert, Greater Palm Springs, CA 92260-3302",33.7200894,-116.3933859,Mexican,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,500 reviews,500,,+1 760-341-0980,https://www.tripadvisor.com//Restaurant_Review-g32846-d828750-Reviews-Guillermo_s_Restaurante-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Piero's PizzaVino,73722 El Paseo,"Palm Desert, Greater Palm Springs, CA 92260-4300","73722 El Paseo, Palm Desert, Greater Palm Springs, CA 92260-4300",33.7200995,-116.3785811,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,636 reviews,636,,+1 760-568-2525,https://www.tripadvisor.com//Restaurant_Review-g32846-d2456232-Reviews-Piero_s_PizzaVino-Palm_Desert_Greater_Palm_Springs_California.html,https://www.ppizzavino.com/menus,$$ - $$$
Ristorante Mamma Gina,73705 El Paseo,"Palm Desert, Greater Palm Springs, CA 92260-4328","73705 El Paseo, Palm Desert, Greater Palm Springs, CA 92260-4328",33.7195455,-116.3792267,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,"1,037 reviews","1,037",,+1 760-568-9898,https://www.tripadvisor.com//Restaurant_Review-g32846-d473406-Reviews-Ristorante_Mamma_Gina-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Pacifica Seafood Restaurant,73505 El Paseo,"Palm Desert, Greater Palm Springs, CA 92260-4343","73505 El Paseo, Palm Desert, Greater Palm Springs, CA 92260-4343",33.719495,-116.3826392,American,Seafood,Vegetarian Friendly,4.5 of 5 bubbles,4.5,"1,540 reviews","1,540",,+1 760-674-8666,https://www.tripadvisor.com//Restaurant_Review-g32846-d369884-Reviews-Pacifica_Seafood_Restaurant-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$$$
Wilma & Frieda's Cafe,73575 El Paseo Ste C2310,"Palm Desert, Greater Palm Springs, CA 92260-4385","73575 El Paseo Ste C2310, Palm Desert, Greater Palm Springs, CA 92260-4385",33.7189562,-116.3810021,American,Cafe,International,4.5 of 5 bubbles,4.5,732 reviews,732,,+1 760-773-2807,https://www.tripadvisor.com//Restaurant_Review-g32846-d5263592-Reviews-Wilma_Frieda_s_Cafe-Palm_Desert_Greater_Palm_Springs_California.html,https://www.wilmafrieda.com/menu/pd/breakfast,$$ - $$$
AC3 Restaurant + Bar,45350 Larkspur Ln,"Palm Desert, Greater Palm Springs, CA 92260-4389","45350 Larkspur Ln, Palm Desert, Greater Palm Springs, CA 92260-4389",33.7196501,-116.3803362,American,Bar,Contemporary,4.5 of 5 bubbles,4.5,205 reviews,205,,+1 760-340-6069,https://www.tripadvisor.com//Restaurant_Review-g32846-d13390643-Reviews-AC3_Restaurant_Bar-Palm_Desert_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Rick's Restaurant & Bakery,1973 N Palm Canyon Dr,"Palm Springs, Greater Palm Springs, CA 92262-2919","1973 N Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-2919",33.8471625,-116.5473921,American,Diner,Vegetarian Friendly,4.5 of 5 bubbles,4.5,524 reviews,524,,+1 760-416-0090,https://www.tripadvisor.com//Restaurant_Review-g32847-d473449-Reviews-Rick_s_Restaurant_Bakery-Palm_Springs_Greater_Palm_Springs_California.html,https://ricksrestaurant.biz/full-menu/,$$ - $$$
EIGHT4NINE Restaurant & Lounge,849 N Palm Canyon Dr,"Palm Springs, Greater Palm Springs, CA 92262-4423","849 N Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-4423",33.834516,-116.5471209,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,843 reviews,843,,+1 760-325-8490,https://www.tripadvisor.com//Restaurant_Review-g32847-d8372615-Reviews-EIGHT4NINE_Restaurant_Lounge-Palm_Springs_Greater_Palm_Springs_California.html,http://eight4nine.com/,$$ - $$$
Trio Restaurant,707 N Palm Canyon Dr,"Palm Springs, Greater Palm Springs, CA 92262-5507","707 N Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-5507",33.8332069,-116.5471156,American,Bar,Contemporary,4.5 of 5 bubbles,4.5,"3,785 reviews","3,785",,+1 760-864-8746,https://www.tripadvisor.com//Restaurant_Review-g32847-d1575363-Reviews-Trio_Restaurant-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Copleys On Palm Canyon,621 N Palm Canyon Dr,"Palm Springs, Greater Palm Springs, CA 92262-5512","621 N Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-5512",33.8321449,-116.5474152,American,Contemporary,Vegetarian Friendly,4.5 of 5 bubbles,4.5,948 reviews,948,,+1 760-327-9555,https://www.tripadvisor.com//Restaurant_Review-g32847-d613940-Reviews-Copleys_On_Palm_Canyon-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$$$
Le Vallauris,385 W Tahquitz Canyon Way,"Palm Springs, Greater Palm Springs, CA 92262-5647","385 W Tahquitz Canyon Way, Palm Springs, Greater Palm Springs, CA 92262-5647",33.8228345,-116.5498159,French,International,European,4.5 of 5 bubbles,4.5,997 reviews,997,,+1 760-325-5059,https://www.tripadvisor.com//Restaurant_Review-g32847-d378387-Reviews-Le_Vallauris-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$$$
Spencer's Restaurant,701 W Baristo Rd,"Palm Springs, Greater Palm Springs, CA 92262-6325","701 W Baristo Rd, Palm Springs, Greater Palm Springs, CA 92262-6325",33.8190834,-116.5539586,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,"2,126 reviews","2,126",,+1 760-327-3446,https://www.tripadvisor.com//Restaurant_Review-g32847-d602274-Reviews-Spencer_s_Restaurant-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$$$
Farm,6 La Plz,"Palm Springs, Greater Palm Springs, CA 92262-6389","6 La Plz, Palm Springs, Greater Palm Springs, CA 92262-6389",33.8224049,-116.5460828,French,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,515 reviews,515,,+1 760-322-2724,https://www.tripadvisor.com//Restaurant_Review-g32847-d3800363-Reviews-Farm-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Tropicale,330 E Amado Rd,"Palm Springs, Greater Palm Springs, CA 92262-6437","330 E Amado Rd, Palm Springs, Greater Palm Springs, CA 92262-6437",33.8269395,-116.5440742,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,"1,330 reviews","1,330",,+1 760-866-1952,https://www.tripadvisor.com//Restaurant_Review-g32847-d887095-Reviews-Tropicale-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
Tyler's Burgers,149 S Indian Canyon Dr,"Palm Springs, Greater Palm Springs, CA 92262-6603","149 S Indian Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-6603",33.8220334,-116.5458336,American,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,780 reviews,780,,+1 760-325-2990,https://www.tripadvisor.com//Restaurant_Review-g32847-d469210-Reviews-Tyler_s_Burgers-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,$$ - $$$
